SUCURSAL,FECHA,HORA,FOLIO_CORTE,CAJA,CAJERO,FONDO_INICIAL,VENTAS_TOTALES_NETAS,RETIROS,SISTEMA_DEBE_HABER,REAL_CONTADO,DIFERENCIA,PAGO_DEBITO,PAGO_CREDITO,PAGO_EFECTIVO_CALC,FUE_MODIFICADO,USUARIO_MODIF,FECHA_MODIF
Tienda 3,2023-09-19,15:05:16.869000,Corte 4770,Caja 4,Cajero 8,2274.59,1482.32,0.0,3717.24,3718.92,0.9,53.29,113.92,1322.52,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-19,19:04:06.603000,Corte 4771,Caja 4,Cajero 8,2213.35,582.42,0.0,2779.84,2747.17,-0.5,6.35,0.0,586.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-20,15:44:15.659000,Corte 4772,Caja 4,Cajero 8,2366.63,2349.3,0.0,4720.64,4719.46,-0.1,12.53,105.16,2257.44,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-20,19:16:44.602000,Corte 4773,Caja 4,Cajero 8,2686.14,746.53,0.0,3402.75,3358.2,0.64,274.94,0.0,465.06,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-21,15:47:07.495000,Corte 4774,Caja 4,Cajero 8,2451.89,2047.6,0.0,4505.14,4510.03,0.03,91.58,0.0,1961.71,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-21,19:02:33.288000,Corte 4775,Caja 4,Cajero 8,2441.56,36.62,0.0,2515.33,2490.57,0.0,0.0,0.0,36.46,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-22,15:44:16.480000,Corte 4776,Caja 4,Cajero 8,2479.22,2073.45,0.0,4536.93,4576.17,-2.62,0.0,84.63,2012.71,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-22,19:07:04.860000,Corte 4777,Caja 4,Cajero 8,2005.45,545.71,0.0,2584.32,2556.44,-1.27,23.2,0.0,527.2,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-23,19:07:48.458000,Corte 4778,Caja 4,Cajero 8,1871.87,4001.55,0.0,5802.49,5943.27,-0.24,0.0,33.28,3885.77,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-24,16:14:09.574000,Corte 4779,Caja 4,Cajero 8,2192.53,2099.68,0.0,4245.88,4258.73,-6.48,291.04,0.0,1802.49,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-25,15:11:03.261000,Corte 4780,Caja 4,Cajero 8,2079.0,1044.49,0.0,3115.83,3303.04,157.19,0.0,38.39,1027.71,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-25,19:14:34.843000,Corte 4781,Caja 4,Cajero 8,1875.63,1061.98,0.0,2967.97,2937.95,1.12,204.88,0.0,874.06,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-26,15:44:06.761000,Corte 4782,Caja 4,Cajero 8,2078.44,1289.31,192.5,3137.93,3142.0,0.0,36.51,167.35,1082.55,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-26,19:11:00.009000,Corte 4783,Caja 4,Cajero 8,2262.21,556.62,0.0,2839.16,2854.29,1.18,31.22,0.0,537.68,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-27,19:16:43.549000,Corte 4784,Caja 4,Cajero 8,2221.88,1789.28,0.0,4043.57,3991.74,-0.29,220.09,0.0,1581.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-28,15:59:52.262000,Corte 4785,Caja 4,Cajero 8,2099.63,1553.79,9.63,3612.38,3603.18,3.49,0.0,34.92,1519.56,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-28,19:13:25.962000,Corte 4786,Caja 4,Cajero 8,2191.42,130.52,0.0,2319.0,2351.72,-0.32,0.0,0.0,129.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-29,15:37:40.284000,Corte 4787,Caja 4,Cajero 8,2210.63,1835.35,0.0,4070.33,3978.88,-37.64,207.6,0.0,1639.64,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-09-29,19:14:49.374000,Corte 4788,Caja 4,Cajero 8,1917.66,462.26,0.0,2393.11,2806.13,445.01,189.09,26.94,242.38,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-09-30,19:18:14.601000,Corte 4789,Caja 4,Cajero 8,2168.82,1340.51,0.0,3458.07,3538.5,-0.49,0.0,0.0,1322.25,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-01,15:57:10.375000,Corte 4790,Caja 4,Cajero 8,2313.31,1728.82,0.0,4025.91,4038.33,-0.31,335.91,0.0,1408.64,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-02,15:36:50.346000,Corte 4791,Caja 4,Cajero 8,1744.01,1395.76,0.0,3114.84,3184.51,1.22,43.04,0.0,1335.52,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-02,19:06:25.416000,Corte 4792,Caja 4,Cajero 8,1530.98,287.08,316.98,1517.42,1509.48,1.58,0.0,0.0,290.43,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-03,15:37:10.469000,Corte 4793,Caja 4,Cajero 8,1512.72,1544.11,125.99,2919.64,2910.61,0.16,0.0,0.0,1527.9,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-03,19:08:11.599000,Corte 4794,Caja 4,Cajero 8,2183.37,487.83,0.0,2648.47,2684.5,0.0,98.47,0.0,385.04,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-04,19:07:27.678000,Corte 4795,Caja 4,Cajero 8,2142.77,2246.74,0.0,4407.59,4404.67,0.0,48.11,0.0,2161.8,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-05,12:32:23.465000,Corte 4796,Caja 4,Cajero 8,1938.01,855.95,539.39,2213.16,2215.78,-6.29,0.0,0.0,866.43,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-05,19:11:13.580000,Corte 4797,Caja 4,Cajero 8,1931.34,2019.96,0.0,3937.54,3895.9,-18.42,313.6,0.0,1720.41,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-06,11:50:45.108000,Corte 4798,Caja 4,Cajero 8,1417.63,711.63,0.0,2096.79,2117.92,-2.21,0.0,0.0,709.41,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-06,19:11:46.551000,Corte 4799,Caja 4,Cajero 8,1469.17,1563.75,191.02,2869.92,2847.29,1.34,267.71,0.0,1300.59,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-07,16:09:06.198000,Corte 4800,Caja 4,Cajero 8,1663.5,598.16,0.0,2264.44,2219.86,-0.37,0.0,0.0,589.69,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-07,19:13:23.082000,Corte 4801,Caja 4,Cajero 8,1663.43,376.97,0.0,2032.76,2033.77,-0.24,0.0,0.0,373.32,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-08,16:02:08.860000,Corte 4802,Caja 4,Cajero 8,1561.79,2370.3,0.0,3933.98,3897.9,-0.22,207.27,0.0,2188.3,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-09,16:07:16.901000,Corte 4803,Caja 4,Cajero 8,2195.09,2046.74,0.0,4293.22,4182.32,-4.54,148.03,0.0,1879.94,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-09,19:15:27.126000,Corte 4804,Caja 4,Cajero 8,1832.28,1034.27,0.0,2849.16,2832.99,0.0,0.0,0.0,1047.66,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-10,15:45:45.484000,Corte 4805,Caja 4,Cajero 8,2196.65,1070.24,9.43,3231.59,3259.48,-0.38,120.43,130.62,807.36,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-10,19:11:49.944000,Corte 4806,Caja 4,Cajero 8,2060.52,1038.94,0.0,3042.33,3042.84,-2.24,0.0,0.0,1022.96,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-11,15:40:13.164000,Corte 4807,Caja 4,Cajero 8,1979.81,1990.72,0.0,4032.51,3970.05,2.21,0.0,43.65,1966.67,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-11,19:07:40.840000,Corte 4808,Caja 4,Cajero 8,2206.25,620.58,0.0,2830.34,2765.87,-0.32,48.45,0.0,563.99,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-12,16:06:40.257000,Corte 4809,Caja 4,Cajero 8,2294.16,1573.34,0.0,3867.4,3923.4,-6.06,107.87,0.0,1457.71,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-12,19:10:18.234000,Corte 4810,Caja 4,Cajero 8,1808.78,670.58,0.0,2508.79,2505.59,7.16,101.73,0.0,573.59,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-13,15:36:32.545000,Corte 4811,Caja 4,Cajero 8,2016.81,1471.61,0.0,3522.92,3461.24,0.03,87.03,0.0,1398.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-13,19:16:58.250000,Corte 4812,Caja 4,Cajero 8,1680.04,739.86,0.0,2402.39,2430.11,5.13,160.99,0.0,575.84,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-14,19:03:49.644000,Corte 4813,Caja 4,Cajero 8,1641.15,3246.74,0.0,4860.71,4813.0,0.32,8.27,179.32,3003.87,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-15,16:04:57.422000,Corte 4814,Caja 4,Cajero 8,2529.8,2677.53,0.0,5136.62,5149.07,-0.46,600.73,169.87,1898.12,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-16,16:13:42.938000,Corte 4815,Caja 4,Cajero 8,2454.46,1984.29,0.0,4493.36,4481.15,2.93,0.0,0.0,1996.15,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-16,19:09:14.428000,Corte 4816,Caja 4,Cajero 8,1940.56,229.98,50.36,2097.89,2123.65,0.0,0.0,0.0,230.76,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-17,15:42:54.461000,Corte 4817,Caja 4,Cajero 8,1780.01,2670.18,0.0,4516.74,4509.05,3.81,683.49,186.17,1798.17,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-17,19:05:12.913000,Corte 4818,Caja 4,Cajero 8,1819.05,1043.43,0.0,2846.17,2877.64,-0.48,127.12,0.0,907.42,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-18,15:59:59.372000,Corte 4819,Caja 4,Cajero 8,1615.88,2100.09,0.0,3686.81,3766.8,-1.54,484.95,0.0,1631.4,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-18,19:12:13.991000,Corte 4820,Caja 4,Cajero 8,1523.2,563.16,0.0,2103.89,2057.92,-1.26,166.17,0.0,396.05,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-19,15:49:36.483000,Corte 4821,Caja 4,Cajero 8,1714.32,2193.69,0.0,3867.56,3822.62,0.0,262.46,0.0,1905.37,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-19,19:09:54.388000,Corte 4822,Caja 4,Cajero 8,1604.95,188.59,0.0,1776.37,1794.2,-0.16,0.0,0.0,186.7,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-20,15:42:56.770000,Corte 4823,Caja 4,Cajero 8,1158.51,1811.56,0.0,2913.08,2917.42,0.0,461.11,0.0,1364.11,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-20,19:05:48.849000,Corte 4824,Caja 4,Cajero 8,1272.09,595.23,0.0,1881.74,1860.91,-1.03,0.0,0.0,594.25,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-21,19:08:04.007000,Corte 4825,Caja 4,Cajero 8,1286.74,2722.63,0.0,3923.42,3949.73,1.6,289.59,0.0,2377.91,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-22,16:01:06.330000,Corte 4826,Caja 4,Cajero 8,1599.22,1815.12,0.0,3419.48,3459.4,0.32,111.43,0.0,1735.84,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-23,15:55:31.662000,Corte 4827,Caja 4,Cajero 8,1654.06,2137.9,0.0,3758.8,3771.65,1.28,420.39,0.0,1746.12,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-23,19:09:16.444000,Corte 4828,Caja 4,Cajero 8,2330.6,1222.57,0.0,3512.88,3522.05,2.53,471.62,0.0,738.56,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-24,15:34:18.540000,Corte 4829,Caja 4,Cajero 8,2112.87,1131.05,0.0,3264.06,3209.4,-0.13,55.92,0.0,1079.14,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-24,19:22:38.484000,Corte 4830,Caja 4,Cajero 8,2049.81,484.89,0.0,2539.19,2510.18,-0.63,0.0,0.0,476.2,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-25,15:39:29.696000,Corte 4831,Caja 4,Cajero 8,2486.51,2602.42,0.0,5062.6,5032.78,-0.16,234.33,0.0,2345.01,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-25,19:05:33.738000,Corte 4832,Caja 4,Cajero 8,2477.45,219.5,0.0,2663.48,2769.05,64.15,40.99,0.0,174.88,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-26,14:24:38.972000,Corte 4833,Caja 4,Cajero 8,2492.49,683.01,0.0,3176.07,3106.61,0.0,97.46,0.0,578.4,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-26,19:06:39.897000,Corte 4834,Caja 4,Cajero 8,2496.79,1451.3,0.0,3900.48,3948.7,-0.15,0.0,92.86,1365.42,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-27,15:51:44.106000,Corte 4835,Caja 4,Cajero 8,2217.94,2135.41,0.0,4293.83,4316.62,0.14,0.0,317.83,1791.67,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-27,19:12:56.642000,Corte 4836,Caja 4,Cajero 8,1819.83,279.25,0.0,2125.54,2137.59,0.16,0.0,0.0,273.01,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-28,19:18:09.090000,Corte 4837,Caja 4,Cajero 8,1879.79,2282.56,320.04,3907.42,3812.36,-0.57,375.83,0.0,1882.61,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-29,16:07:00.501000,Corte 4838,Caja 4,Cajero 8,1988.09,1358.08,0.0,3312.13,3287.02,2.81,241.78,0.0,1109.16,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-30,15:47:30.301000,Corte 4839,Caja 4,Cajero 8,2734.73,2651.33,0.0,5337.35,5391.81,-3.25,414.98,0.0,2219.25,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-10-30,19:24:30.921000,Corte 4840,Caja 4,Cajero 8,2086.53,1196.7,0.0,3235.1,3257.8,0.63,7.61,0.0,1184.81,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-31,15:42:31.877000,Corte 4841,Caja 4,Cajero 8,2594.62,1849.42,0.0,4427.73,4537.21,-0.07,136.28,75.79,1665.7,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-10-31,19:07:19.031000,Corte 4842,Caja 4,Cajero 8,2337.83,277.46,0.0,2666.0,2630.69,0.0,136.6,0.0,140.52,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-01,15:41:04.836000,Corte 4843,Caja 4,Cajero 8,2078.03,2740.44,0.0,4851.56,4856.98,-0.8,324.65,475.22,1983.58,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-01,19:19:10.188000,Corte 4844,Caja 4,Cajero 8,2434.47,1772.71,0.0,4158.21,4205.5,-0.11,128.48,0.0,1600.39,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-02,15:30:39.026000,Corte 4845,Caja 4,Cajero 8,2158.25,1573.89,0.0,3789.75,3805.14,4.96,91.42,199.5,1289.18,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-02,19:07:36.438000,Corte 4846,Caja 4,Cajero 8,1253.51,864.7,0.0,2104.04,2137.39,-0.06,0.0,0.0,860.64,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-03,15:53:24.096000,Corte 4847,Caja 4,Cajero 8,1460.64,1058.42,0.0,2542.06,2493.23,-2.59,43.49,0.0,997.97,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-03,19:00:24.325000,Corte 4848,Caja 4,Cajero 8,1801.43,492.2,0.0,2283.65,2301.56,0.43,0.0,0.0,489.91,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-04,19:08:39.445000,Corte 4849,Caja 4,Cajero 8,1503.65,3633.38,25.1,5098.65,5235.22,1.01,557.61,0.0,3075.73,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-05,16:06:31.444000,Corte 4850,Caja 4,Cajero 8,1677.01,1064.23,0.0,2769.56,2691.36,2.56,119.04,0.0,950.93,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-06,15:32:49.902000,Corte 4851,Caja 4,Cajero 8,1672.68,3268.38,0.0,4990.92,5025.04,-1.55,0.0,189.78,3082.45,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-06,19:16:21.438000,Corte 4852,Caja 4,Cajero 8,2250.22,683.85,0.0,2893.18,2929.22,-0.5,69.66,0.0,612.87,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-07,19:09:24.579000,Corte 4853,Caja 4,Cajero 8,2161.8,1109.23,0.0,3268.31,3295.63,-0.2,97.91,330.52,704.0,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-08,19:09:23.413000,Corte 4854,Caja 4,Cajero 8,2091.25,2470.66,0.0,4651.63,4646.48,0.4,12.04,0.0,2501.5,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-09,16:02:22.690000,Corte 4855,Caja 4,Cajero 8,2053.77,1104.84,0.0,3226.75,3212.25,4.27,0.0,0.0,1101.33,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-09,19:07:18.964000,Corte 4856,Caja 4,Cajero 8,1950.72,174.07,0.0,2169.91,2138.0,-1.23,0.0,0.0,174.33,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-10,15:46:49.530000,Corte 4857,Caja 4,Cajero 8,2060.26,1305.87,0.0,3413.42,3405.25,2.49,37.05,0.0,1238.15,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-10,19:07:53.342000,Corte 4858,Caja 4,Cajero 8,1738.13,353.65,0.0,2078.07,2096.81,-0.74,0.0,0.0,350.31,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-11,19:10:36.369000,Corte 4859,Caja 4,Cajero 8,1763.03,1851.98,0.0,3600.43,3684.74,0.18,176.4,67.65,1619.04,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-12,16:10:20.007000,Corte 4860,Caja 4,Cajero 8,1979.05,3217.33,0.0,5161.04,5143.36,2.06,420.89,0.0,2784.02,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-13,16:08:06.004000,Corte 4861,Caja 4,Cajero 8,2758.31,2061.19,0.0,4800.21,4822.69,-15.07,0.0,0.0,2016.61,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-13,19:09:02.353000,Corte 4862,Caja 4,Cajero 8,2421.86,436.54,0.0,2874.96,2863.95,-0.32,0.0,0.0,425.13,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-14,15:55:53.663000,Corte 4863,Caja 4,Cajero 8,2319.23,1597.2,0.0,3902.78,3977.22,2.7,135.9,0.0,1496.25,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-14,19:06:13.646000,Corte 4864,Caja 4,Cajero 8,2430.1,628.28,0.0,3042.59,3056.7,-2.86,102.97,0.0,521.75,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-15,16:03:16.413000,Corte 4865,Caja 4,Cajero 8,2288.66,3349.02,0.0,5760.11,5764.9,2.29,211.53,0.0,3175.42,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-15,19:07:34.509000,Corte 4866,Caja 4,Cajero 8,2646.84,367.9,0.0,3013.05,3025.31,-0.58,0.0,0.0,372.17,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-16,15:35:53.283000,Corte 4867,Caja 4,Cajero 8,2510.4,1778.29,0.0,4326.9,4286.16,1.41,0.0,0.0,1785.82,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-16,19:11:28.278000,Corte 4868,Caja 4,Cajero 8,1962.3,191.62,128.18,2030.87,2017.45,-13.02,68.16,0.0,121.68,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-17,15:54:00.064000,Corte 4869,Caja 4,Cajero 8,1923.11,1754.75,0.0,3742.63,3696.43,0.14,198.41,0.0,1597.73,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-17,19:09:56.540000,Corte 4870,Caja 4,Cajero 8,2175.61,375.44,0.0,2578.83,2527.04,0.01,0.0,0.0,375.05,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-18,19:13:32.811000,Corte 4871,Caja 4,Cajero 8,2135.48,2076.96,127.13,4124.53,4101.52,0.06,0.0,0.0,2087.24,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-19,16:00:35.054000,Corte 4872,Caja 4,Cajero 8,2221.81,2015.84,0.0,4178.55,4204.83,2.52,59.3,0.0,1937.74,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-20,17:17:55.075000,Corte 4873,Caja 4,Cajero 8,2560.58,1741.66,0.0,4316.43,4271.1,1.41,0.0,0.0,1772.17,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-21,15:46:37.476000,Corte 4874,Caja 4,Cajero 8,2859.4,2503.22,0.0,5467.8,5363.08,1.12,0.0,176.8,2327.65,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-21,19:06:39.297000,Corte 4875,Caja 4,Cajero 8,2595.43,524.4,0.0,3077.25,3073.77,-0.51,0.0,0.0,531.43,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-22,15:38:51.756000,Corte 4876,Caja 4,Cajero 8,2712.17,1742.54,0.0,4492.06,4488.45,0.6,76.78,72.87,1578.58,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-22,19:09:04.273000,Corte 4877,Caja 4,Cajero 8,2201.76,1186.0,0.0,3383.74,3352.47,0.49,36.49,0.0,1128.02,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-23,14:28:25.290000,Corte 4878,Caja 4,Cajero 8,2111.33,1820.35,0.0,3919.42,4029.6,-5.33,209.04,0.0,1659.07,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-23,19:12:11.582000,Corte 4879,Caja 4,Cajero 8,2067.48,1184.21,0.0,3207.72,3240.96,0.32,230.33,0.0,972.03,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-24,15:47:41.427000,Corte 4880,Caja 4,Cajero 8,2188.06,2243.74,0.0,4450.1,4508.35,0.46,289.95,37.73,1938.03,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-24,19:16:43.266000,Corte 4881,Caja 4,Cajero 8,2092.59,169.25,0.0,2293.73,2266.59,0.32,0.0,0.0,173.36,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-25,19:10:28.530000,Corte 4882,Caja 4,Cajero 8,2033.92,2238.48,321.06,3958.65,3914.28,0.55,84.76,445.61,1680.37,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-26,15:59:24.673000,Corte 4883,Caja 4,Cajero 8,2173.29,1626.46,0.0,3800.41,3882.05,3.48,0.0,57.45,1597.92,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-27,15:48:03.054000,Corte 4884,Caja 4,Cajero 8,1910.39,2284.72,0.0,4208.23,4265.21,-0.32,53.88,579.71,1668.35,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-27,19:16:04.893000,Corte 4885,Caja 4,Cajero 8,2311.85,1162.23,0.0,3458.45,3464.52,-3.39,0.0,281.17,901.85,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-28,15:32:51.464000,Corte 4886,Caja 4,Cajero 8,1972.69,2058.75,0.0,4048.6,4050.21,-0.06,0.0,0.0,2056.99,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-28,19:10:24.774000,Corte 4887,Caja 4,Cajero 8,2117.96,309.77,0.0,2384.73,2419.07,4.29,62.48,0.0,249.45,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-29,16:01:08.663000,Corte 4888,Caja 4,Cajero 8,2123.21,1602.39,0.0,3728.13,3729.49,0.83,81.96,0.0,1508.61,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-29,19:08:09.500000,Corte 4889,Caja 4,Cajero 8,2023.71,503.76,0.0,2554.18,2528.04,-0.64,132.42,0.0,365.23,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-11-30,15:39:24.090000,Corte 4890,Caja 4,Cajero 8,1973.83,3091.32,2006.64,3054.5,3009.42,-0.06,406.74,0.0,2637.34,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-11-30,19:06:15.233000,Corte 4891,Caja 4,Cajero 8,1611.22,1347.74,0.0,2986.43,3001.65,1.59,472.58,0.0,876.15,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-12-01,15:48:13.611000,Corte 4892,Caja 4,Cajero 8,1881.77,2190.92,0.0,4030.57,4011.29,-0.3,398.66,192.44,1595.65,SI,Admin 8,INFORMACION_PROTEGIDA
Tienda 3,2023-12-01,19:07:29.700000,Corte 4893,Caja 4,Cajero 8,1875.51,887.89,0.0,2764.45,2740.8,-0.06,110.22,0.0,759.53,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-12-02,19:19:29.343000,Corte 4894,Caja 4,Cajero 8,1988.58,3474.69,0.0,5429.51,5420.44,0.47,263.22,0.0,3220.48,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-12-03,15:59:50.030000,Corte 4895,Caja 4,Cajero 8,1909.44,2262.07,0.0,4232.76,4225.03,2.18,8.16,49.32,2201.42,NO,Admin 1,INFORMACION_PROTEGIDA
Tienda 3,2023-12-04,15:49:42.059000,Corte 4896,Caja 4,Cajero 8,1504.66,1553.22,0.0,3065.59,3056.52,-0.48,0.0,119.04,1409.24,SI,Admin 8,INFORMACION_PROTEGIDA
