SUCURSAL,FECHA,FOLIO_INTERNO,UUID_FISCAL,ESTATUS,CLIENTE,RFC,ARTICULO,CANTIDAD,PRECIO_UNITARIO,IMPORTE_RENGLON,SUBTOTAL_FACTURA,IMPUESTOS_FACTURA,TOTAL_FACTURA,USO_CFDI,METODO_PAGO
Tienda 3,2025-01-27,Fact 11151,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 1500,4.0,4.45,17.55,250.92,40.29,292.12,G03 ,PUE
Tienda 3,2025-01-27,Fact 11151,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 3202,1.0,13.88,13.77,250.87,39.91,293.26,G03 ,PUE
Tienda 3,2025-01-27,Fact 11151,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 727,1.0,8.19,8.24,252.7,40.04,291.94,G03 ,PUE
Tienda 3,2025-01-27,Fact 11151,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 3418,1.0,23.36,23.51,247.79,40.07,287.02,G03 ,PUE
Tienda 3,2025-01-27,Fact 11151,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 1408,1.0,38.06,37.29,249.33,40.49,293.37,G03 ,PUE
Tienda 3,2025-01-27,Fact 11151,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 2956,1.0,3.24,3.29,248.68,40.14,285.65,G03 ,PUE
Tienda 3,2025-01-27,Fact 11151,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 70,5.0,6.04,30.17,246.89,40.35,289.65,G03 ,PUE
Tienda 3,2025-01-28,Fact 11152,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 782,1.0,70.36,69.95,71.59,11.26,81.35,G03 ,PUE
Tienda 3,2025-01-28,Fact 11153,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 3284,1.0,28.55,28.76,28.86,4.49,33.55,G03 ,PUE
Tienda 3,2025-01-31,Fact 11154,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 835,1.0,26.96,26.69,27.24,4.36,31.39,G03 ,PUE
Tienda 3,2025-01-31,Fact 11155,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1835,1.0,32.64,32.02,32.09,5.16,37.62,G03 ,PUE
Tienda 3,2025-01-31,Fact 11156,UUID 1,VIGENTE,Cliente 423,INFORMACION_PROTEGIDA,Prod 3419,1.0,189.73,188.49,261.62,42.0,303.51,G03 ,PUE
Tienda 3,2025-01-31,Fact 11156,UUID 1,VIGENTE,Cliente 423,INFORMACION_PROTEGIDA,Prod 3420,1.0,17.52,17.31,255.79,41.11,302.25,G03 ,PUE
Tienda 3,2025-01-31,Fact 11156,UUID 1,VIGENTE,Cliente 423,INFORMACION_PROTEGIDA,Prod 808,2.0,24.9,51.1,260.43,40.94,295.81,G03 ,PUE
Tienda 3,2025-02-04,Fact 11157,UUID 1,VIGENTE,Cliente 398,INFORMACION_PROTEGIDA,Prod 3421,1.0,46.85,46.48,112.62,18.07,134.15,G03 ,PUE
Tienda 3,2025-02-04,Fact 11157,UUID 1,VIGENTE,Cliente 398,INFORMACION_PROTEGIDA,Prod 146,1.0,41.82,41.98,114.46,18.51,130.91,G03 ,PUE
Tienda 3,2025-02-04,Fact 11157,UUID 1,VIGENTE,Cliente 398,INFORMACION_PROTEGIDA,Prod 1371,1.0,25.94,25.64,113.7,18.3,133.87,G03 ,PUE
Tienda 3,2025-02-05,Fact 11158,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 4,25.0,3.04,77.6,76.44,12.18,88.15,G03 ,PUE
Tienda 3,2025-02-06,Fact 11159,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 10,3.0,21.43,63.23,64.24,10.37,75.41,G03 ,PUE
Tienda 3,2025-02-07,Fact 11160,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 737,3.0,31.93,95.47,94.48,15.44,111.42,G03 ,PUE
Tienda 3,2025-02-07,Fact 11161,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 2424,2.0,5.99,11.89,25.4,4.06,29.33,G03 ,PUE
Tienda 3,2025-02-07,Fact 11161,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1010,4.0,3.32,13.3,24.9,4.07,28.96,G03 ,PUE
Tienda 3,2025-02-10,Fact 11162,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 436,1.0,57.67,58.37,57.0,9.2,67.58,G03 ,PUE
Tienda 3,2025-02-11,Fact 11163,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 245,2.0,5.99,12.2,18.79,3.0,21.31,G03 ,PUE
Tienda 3,2025-02-11,Fact 11163,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1010,2.0,3.29,6.59,18.87,3.0,21.59,G03 ,PUE
Tienda 3,2025-02-11,Fact 11164,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 110,1.0,37.51,37.67,37.95,6.0,43.98,G03 ,PUE
Tienda 3,2025-02-13,Fact 11165,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 466,1.0,78.62,79.84,79.05,12.85,93.3,G03 ,PUE
Tienda 3,2025-02-13,Fact 11166,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 2478,1.0,37.47,37.36,37.51,6.09,43.96,G03 ,PUE
Tienda 3,2025-02-14,Fact 11167,UUID 1,VIGENTE,Cliente 384,INFORMACION_PROTEGIDA,Prod 1373,1.0,157.67,161.01,160.07,25.5,185.42,G03 ,PUE
Tienda 3,2025-02-16,Fact 11168,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 1812,2.0,32.69,65.44,63.95,10.37,74.69,G03 ,PUE
Tienda 3,2025-02-17,Fact 11169,UUID 1,VIGENTE,Cliente 418,INFORMACION_PROTEGIDA,Prod 3422,1.0,113.37,113.53,113.34,18.05,131.95,G03 ,PUE
Tienda 3,2025-02-18,Fact 11170,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 10,3.0,21.66,64.54,63.8,10.29,75.15,G03 ,PUE
Tienda 3,2025-02-19,Fact 11171,UUID 1,VIGENTE,Cliente 424,INFORMACION_PROTEGIDA,Prod 3423,2.0,14.84,29.16,29.94,4.7,33.94,G03 ,PUE
Tienda 3,2025-02-19,Fact 11172,UUID 1,VIGENTE,Cliente 374,INFORMACION_PROTEGIDA,Prod 13,1.0,36.82,36.99,55.54,8.91,64.61,G03 ,PUE
Tienda 3,2025-02-19,Fact 11172,UUID 1,VIGENTE,Cliente 374,INFORMACION_PROTEGIDA,Prod 14,1.0,18.55,18.72,55.71,8.94,64.33,G03 ,PUE
Tienda 3,2025-02-19,Fact 11173,UUID 1,VIGENTE,Cliente 374,INFORMACION_PROTEGIDA,Prod 13,1.0,36.71,37.48,36.72,6.02,43.36,G03 ,PUE
Tienda 3,2025-02-20,Fact 11174,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 3424,1.0,70.99,69.99,69.93,11.47,83.08,G03 ,PUE
Tienda 3,2025-02-21,Fact 11175,UUID 1,VIGENTE,Cliente 425,INFORMACION_PROTEGIDA,Prod 3425,4.0,46.48,186.21,298.32,47.51,343.41,G03 ,PUE
Tienda 3,2025-02-21,Fact 11175,UUID 1,VIGENTE,Cliente 425,INFORMACION_PROTEGIDA,Prod 3099,1.0,27.05,26.89,297.08,46.93,341.7,G03 ,PUE
Tienda 3,2025-02-21,Fact 11175,UUID 1,VIGENTE,Cliente 425,INFORMACION_PROTEGIDA,Prod 1457,2.0,41.22,83.01,293.21,47.43,339.25,G03 ,PUE
Tienda 3,2025-02-21,Fact 11176,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 1381,1.0,100.12,100.73,293.74,47.06,337.46,G03 ,PUE
Tienda 3,2025-02-21,Fact 11176,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3004,1.0,193.34,188.46,296.91,47.26,335.49,G03 ,PUE
Tienda 3,2025-02-21,Fact 11177,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3426,1.0,63.29,65.03,64.81,10.25,73.81,G03 ,PUE
Tienda 3,2025-02-21,Fact 11178,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3343,1.0,14.78,14.86,14.8,2.38,17.04,G03 ,PUE
Tienda 3,2025-02-21,Fact 11179,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 2749,4.0,8.13,33.17,32.9,5.34,37.99,G03 ,PUE
Tienda 3,2025-02-21,Fact 11180,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 858,1.0,7.61,7.57,7.61,1.22,8.93,G03 ,PUE
Tienda 3,2025-02-24,Fact 11181,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 10,2.5,21.62,54.74,74.49,12.09,86.04,G03 ,PUE
Tienda 3,2025-02-24,Fact 11181,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 837,1.0,19.49,19.54,74.72,12.08,85.51,G03 ,PUE
Tienda 3,2025-02-25,Fact 11182,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 608,4.0,0.27,1.11,3.27,0.53,3.82,G03 ,PUE
Tienda 3,2025-02-25,Fact 11182,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 292,4.0,0.54,2.22,3.32,0.52,3.84,G03 ,PUE
Tienda 3,2025-02-25,Fact 11183,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 570,1.0,13.25,13.08,13.33,2.07,15.42,G03 ,PUE
Tienda 3,2025-02-25,Fact 11184,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 62,2.0,13.16,26.36,26.14,4.17,30.49,G03 ,PUE
Tienda 3,2025-03-05,Fact 11185,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1010,4.0,3.29,13.07,44.35,7.08,51.41,G03 ,PUE
Tienda 3,2025-03-05,Fact 11185,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1631,4.0,7.57,30.33,43.69,7.07,51.33,G03 ,PUE
Tienda 3,2025-03-05,Fact 11186,UUID 1,VIGENTE,Cliente 406,INFORMACION_PROTEGIDA,Prod 483,2.0,5.5,10.86,10.96,1.76,12.86,G03 ,PUE
Tienda 3,2025-03-06,Fact 11187,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 1805,1.0,35.37,34.95,35.08,5.53,40.42,G03 ,PUE
Tienda 3,2025-03-11,Fact 11188,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 289,1.0,4.34,4.35,25.97,4.17,30.17,G03 ,PUE
Tienda 3,2025-03-11,Fact 11188,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 953,1.0,21.32,21.23,25.53,4.17,30.09,G03 ,PUE
Tienda 3,2025-03-11,Fact 11189,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3427,4.0,4.36,17.32,17.76,2.76,20.18,G03 ,PUE
Tienda 3,2025-03-11,Fact 11190,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 10,3.5,21.85,76.64,100.45,16.16,118.88,G03 ,PUE
Tienda 3,2025-03-11,Fact 11190,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 3,1.0,25.42,25.42,103.27,16.34,117.05,G03 ,PUE
Tienda 3,2025-03-11,Fact 11191,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 2424,3.0,6.07,17.96,51.9,8.23,59.62,G03 ,PUE
Tienda 3,2025-03-11,Fact 11191,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 858,2.0,7.74,15.26,52.24,8.28,60.36,G03 ,PUE
Tienda 3,2025-03-11,Fact 11191,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 755,2.0,6.08,12.22,51.76,8.31,59.14,G03 ,PUE
Tienda 3,2025-03-11,Fact 11191,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 70,1.0,6.08,6.09,51.73,8.34,60.06,G03 ,PUE
Tienda 3,2025-03-12,Fact 11192,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 926,1.0,34.1,34.32,167.72,26.46,195.38,G03 ,PUE
Tienda 3,2025-03-12,Fact 11192,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 658,1.0,37.71,37.3,168.58,27.03,191.94,G03 ,PUE
Tienda 3,2025-03-12,Fact 11192,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 1272,1.0,14.68,14.83,166.66,26.47,194.34,G03 ,PUE
Tienda 3,2025-03-12,Fact 11192,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 3428,2.0,40.01,81.9,165.64,27.02,193.88,G03 ,PUE
Tienda 3,2025-03-12,Fact 11193,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1010,1.0,26.57,26.91,59.96,9.58,70.08,G03 ,PUE
Tienda 3,2025-03-12,Fact 11193,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1067,1.0,10.53,10.48,60.0,9.68,69.73,G03 ,PUE
Tienda 3,2025-03-12,Fact 11193,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1070,2.0,5.43,10.87,59.5,9.58,69.01,G03 ,PUE
Tienda 3,2025-03-12,Fact 11193,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 2301,1.0,11.61,11.47,59.5,9.7,68.78,G03 ,PUE
Tienda 3,2025-03-12,Fact 11194,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3195,1.0,43.5,43.21,105.79,16.81,123.15,G03 ,PUE
Tienda 3,2025-03-12,Fact 11194,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3429,1.0,63.62,62.87,107.45,17.23,123.53,G03 ,PUE
Tienda 3,2025-03-12,Fact 11195,UUID 1,VIGENTE,Cliente 399,INFORMACION_PROTEGIDA,Prod 1782,1.0,79.23,79.83,79.77,12.72,90.81,G03 ,PUE
Tienda 3,2025-03-13,Fact 11196,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1016,1.0,18.87,18.5,18.52,2.96,21.6,G03 ,PUE
Tienda 3,2025-03-14,Fact 11197,UUID 1,VIGENTE,Cliente 426,INFORMACION_PROTEGIDA,Prod 305,4.0,26.28,106.07,106.77,16.96,122.7,G03 ,PUE
Tienda 3,2025-03-18,Fact 11198,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 850,3.0,6.54,19.56,192.4,30.4,222.94,G03 ,PUE
Tienda 3,2025-03-18,Fact 11198,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 1785,1.0,4.43,4.4,194.56,30.65,222.59,G03 ,PUE
Tienda 3,2025-03-18,Fact 11198,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 2966,20.0,7.03,141.96,192.91,31.19,224.16,G03 ,PUE
Tienda 3,2025-03-18,Fact 11198,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 855,1.0,25.67,25.7,194.61,30.87,224.8,G03 ,PUE
Tienda 3,2025-03-18,Fact 11199,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 3430,1.0,8.68,8.86,19.25,3.05,22.07,G03 ,PUE
Tienda 3,2025-03-18,Fact 11199,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1487,1.0,10.49,10.34,19.44,3.04,22.52,G03 ,PUE
Tienda 3,2025-03-18,Fact 11200,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 140,1.0,15.74,15.94,15.7,2.55,18.42,G03 ,PUE
Tienda 3,2025-03-18,Fact 11201,UUID 1,VIGENTE,Cliente 406,INFORMACION_PROTEGIDA,Prod 3431,1.0,147.43,146.44,149.22,23.56,172.52,G03 ,PUE
Tienda 3,2025-03-19,Fact 11202,UUID 1,VIGENTE,Cliente 426,INFORMACION_PROTEGIDA,Prod 3432,4.0,6.59,26.53,149.97,24.08,170.45,G03 ,PUE
Tienda 3,2025-03-19,Fact 11202,UUID 1,VIGENTE,Cliente 426,INFORMACION_PROTEGIDA,Prod 1432,2.0,4.33,8.68,147.57,24.21,174.8,G03 ,PUE
Tienda 3,2025-03-19,Fact 11202,UUID 1,VIGENTE,Cliente 426,INFORMACION_PROTEGIDA,Prod 62,8.0,14.12,115.08,147.67,23.65,170.64,G03 ,PUE
Tienda 3,2025-03-19,Fact 11203,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 3423,1.0,14.98,14.64,94.73,15.25,110.67,G03 ,PUE
Tienda 3,2025-03-19,Fact 11203,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 3141,2.0,2.16,4.37,96.17,15.27,111.2,G03 ,PUE
Tienda 3,2025-03-19,Fact 11203,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 3254,1.0,8.31,8.31,96.87,15.31,111.22,G03 ,PUE
Tienda 3,2025-03-19,Fact 11203,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 1151,1.0,11.35,11.35,97.03,15.17,111.95,G03 ,PUE
Tienda 3,2025-03-19,Fact 11203,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 580,2.0,1.09,2.18,95.23,15.49,112.89,G03 ,PUE
Tienda 3,2025-03-19,Fact 11203,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 3232,1.0,54.33,54.26,95.27,15.19,112.72,G03 ,PUE
Tienda 3,2025-03-20,Fact 11204,UUID 1,VIGENTE,Cliente 426,INFORMACION_PROTEGIDA,Prod 3220,1.0,29.48,30.01,40.28,6.38,46.62,G03 ,PUE
Tienda 3,2025-03-20,Fact 11204,UUID 1,VIGENTE,Cliente 426,INFORMACION_PROTEGIDA,Prod 3231,1.0,10.5,10.49,40.35,6.48,46.45,G03 ,PUE
Tienda 3,2025-03-20,Fact 11205,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 3216,1.0,8.8,8.71,8.68,1.42,10.26,G03 ,PUE
Tienda 3,2025-03-21,Fact 11206,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 835,1.0,28.98,29.34,29.05,4.64,33.88,G03 ,PUE
Tienda 3,2025-03-24,Fact 11207,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 335,3.0,2.77,8.21,8.1,1.3,9.57,G03 ,PUE
Tienda 3,2025-03-25,Fact 11208,UUID 1,VIGENTE,Cliente 374,INFORMACION_PROTEGIDA,Prod 1514,2.0,10.51,20.66,20.97,3.35,24.45,G03 ,PUE
Tienda 3,2025-03-25,Fact 11209,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 10,2.5,22.17,54.68,54.97,8.71,64.16,G03 ,PUE
Tienda 3,2025-03-30,Fact 11210,UUID 1,VIGENTE,Cliente 398,INFORMACION_PROTEGIDA,Prod 3114,2.0,34.58,69.81,69.87,11.2,82.22,G03 ,PUE
Tienda 3,2025-03-30,Fact 11211,UUID 1,VIGENTE,Cliente 398,INFORMACION_PROTEGIDA,Prod 3433,1.0,119.79,118.26,120.42,18.89,138.49,G03 ,PUE
Tienda 3,2025-04-01,Fact 11212,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3434,1.0,49.53,49.94,48.91,7.99,57.72,G03 ,PUE
Tienda 3,2025-04-02,Fact 11213,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 506,6.0,0.54,3.27,18.11,2.87,20.83,G03 ,PUE
Tienda 3,2025-04-02,Fact 11213,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1849,1.0,14.82,14.89,18.27,2.88,20.92,G03 ,PUE
Tienda 3,2025-04-02,Fact 11214,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 835,1.0,28.98,28.68,28.9,4.68,33.7,G03 ,PUE
Tienda 3,2025-04-02,Fact 11215,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 165,2.0,25.41,49.97,51.1,7.98,59.07,G03 ,PUE
Tienda 3,2025-04-03,Fact 11216,UUID 1,VIGENTE,Cliente 406,INFORMACION_PROTEGIDA,Prod 3390,1.0,35.18,34.63,34.82,5.59,40.19,G03 ,PUE
Tienda 3,2025-04-04,Fact 11217,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 3006,1.0,23.47,23.64,23.89,3.72,27.11,G03 ,PUE
Tienda 3,2025-04-07,Fact 11218,UUID 1,VIGENTE,Cliente 384,INFORMACION_PROTEGIDA,Prod 969,2.45,65.48,160.8,158.96,25.75,185.72,G03 ,PUE
Tienda 3,2025-04-08,Fact 11219,UUID 1,VIGENTE,Cliente 406,INFORMACION_PROTEGIDA,Prod 249,1.0,15.97,15.77,39.05,6.26,45.35,G03 ,PUE
Tienda 3,2025-04-08,Fact 11219,UUID 1,VIGENTE,Cliente 406,INFORMACION_PROTEGIDA,Prod 839,1.0,22.88,22.71,38.71,6.22,45.33,G03 ,PUE
Tienda 3,2025-04-09,Fact 11220,UUID 1,VIGENTE,Cliente 427,INFORMACION_PROTEGIDA,Prod 942,1.0,46.08,46.51,45.95,7.32,54.2,G03 ,PUE
Tienda 3,2025-04-09,Fact 11221,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3435,7.0,5.96,42.07,88.62,14.11,100.53,G03 ,PUE
Tienda 3,2025-04-09,Fact 11221,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 86,1.0,28.94,29.13,88.76,14.14,103.16,G03 ,PUE
Tienda 3,2025-04-09,Fact 11221,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 2729,6.0,1.66,9.86,88.28,14.01,101.84,G03 ,PUE
Tienda 3,2025-04-09,Fact 11221,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3436,6.0,1.09,6.62,88.98,13.93,102.21,G03 ,PUE
Tienda 3,2025-04-10,Fact 11222,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 3437,24.0,1.65,40.03,80.19,12.98,93.18,G03 ,PUE
Tienda 3,2025-04-10,Fact 11222,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 475,24.0,0.55,13.02,78.85,12.83,92.99,G03 ,PUE
Tienda 3,2025-04-10,Fact 11222,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 3229,24.0,0.55,13.0,80.16,12.61,93.38,G03 ,PUE
Tienda 3,2025-04-10,Fact 11222,UUID 1,VIGENTE,Cliente 125,INFORMACION_PROTEGIDA,Prod 3438,1.0,14.35,14.17,80.87,12.9,92.4,G03 ,PUE
Tienda 3,2025-04-10,Fact 11223,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 10,3.0,21.8,65.89,66.65,10.54,76.94,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3217,30.0,0.55,16.37,79.81,12.77,93.83,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3439,12.0,1.1,13.23,80.64,12.81,92.37,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 565,12.0,0.54,6.56,80.68,12.74,92.51,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 384,30.0,0.55,16.36,80.97,12.73,93.74,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3367,1.0,0.55,0.54,79.31,12.87,92.09,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 2063,1.0,1.66,1.64,79.4,12.7,92.03,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3229,1.0,0.55,0.54,79.05,12.9,92.63,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 46,1.0,14.82,14.63,79.48,12.9,94.1,G03 ,PUE
Tienda 3,2025-04-16,Fact 11224,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 46,2.0,5.0,9.78,78.99,12.83,91.82,G03 ,PUE
Tienda 3,2025-04-20,Fact 11225,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 850,3.0,23.7,71.49,127.92,20.52,145.37,G03 ,PUE
Tienda 3,2025-04-20,Fact 11225,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 3440,1.0,29.97,30.25,126.06,20.05,145.73,G03 ,PUE
Tienda 3,2025-04-20,Fact 11225,UUID 1,VIGENTE,Cliente 410,INFORMACION_PROTEGIDA,Prod 855,1.0,25.65,25.5,126.9,20.37,146.37,G03 ,PUE
Tienda 3,2025-04-22,Fact 11226,UUID 1,VIGENTE,Cliente 399,INFORMACION_PROTEGIDA,Prod 3441,2.0,8.16,16.63,16.48,2.6,18.94,G03 ,PUE
Tienda 3,2025-04-23,Fact 11227,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 741,1.0,22.63,22.24,48.2,7.79,56.43,G03 ,PUE
Tienda 3,2025-04-23,Fact 11227,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 1412,1.0,8.28,8.27,48.2,7.74,55.84,G03 ,PUE
Tienda 3,2025-04-23,Fact 11227,UUID 1,VIGENTE,Cliente 120,INFORMACION_PROTEGIDA,Prod 3191,1.0,18.35,18.36,48.08,7.92,57.14,G03 ,PUE
Tienda 3,2025-04-23,Fact 11228,UUID 1,VIGENTE,Cliente 422,INFORMACION_PROTEGIDA,Prod 1368,1.0,18.89,18.53,18.43,2.96,21.59,G03 ,PUE
Tienda 3,2025-04-24,Fact 11229,UUID 1,VIGENTE,Cliente 399,INFORMACION_PROTEGIDA,Prod 1921,1.0,14.12,14.22,14.06,2.27,16.57,G03 ,PUE
Tienda 3,2025-04-24,Fact 11230,UUID 1,VIGENTE,Cliente 376,INFORMACION_PROTEGIDA,Prod 3442,10.0,3.85,38.64,117.13,18.67,136.65,G03 ,PUE
